Target,Model1,Model2
1,0.9558199993,0.8101766141
1,0.9558199993,0.9810315193
1,0.8069125987,0.9898601989
1,0.8069125987,0.9898884383
1,0.8069125987,0.9885299774
1,0.3071511292,0.2709672877
1,0.9558199993,0.9899413771
1,0.0732882844,0.9009995108
1,0.9558199993,0.9891124215
1,0.3071511292,0.1294253297
1,0.3071511292,0.8005757766
1,0.3071511292,0.7952586335
1,0.3071511292,0.5385572232
1,0.8069125987,0.7981059803
1,0.3071511292,0.6876577379
1,0.6524112019,0.9897107368
1,0.9558199993,0.9899434254
1,0.3071511292,0.8010427076
1,0.9558199993,0.9899434254
1,0.0732882844,0.132308308
1,0.3071511292,0.2073927471
1,0.9558199993,0.989039873
1,0.3071511292,0.8247935788
1,0.8069125987,0.7172760182
1,0.9558199993,0.9899442947
1,0.8069125987,0.9857277321
1,0.9558199993,0.9899443742
1,0.9558199993,0.9886324539
1,0.9558199993,0.9899442762
1,0.9558199993,0.9899443893
1,0.9558199993,0.9899442947
1,0.8069125987,0.9898808742
1,0.9558199993,0.9897709961
1,0.0732882844,0.0871573006
1,0.9558199993,0.9899428286
1,0.9558199993,0.9898862662
1,0.9558199993,0.9899443911
1,0.0732882844,0.1274868865
1,0.9558199993,0.989944249
1,0.9558199993,0.9899443742
1,0.8069125987,0.9700251451
1,0.9558199993,0.9899351889
1,0.9558199993,0.985921552
1,0.9558199993,0.9894857456
1,0.9558199993,0.7943133669
1,0.9558199993,0.9899427334
1,0.6524112019,0.8185340186
1,0.9558199993,0.9899443911
1,0.9558199993,0.9899443883
1,0.3071511292,0.765072507
1,0.9558199993,0.9895638092
1,0.0732882844,0.700866993
1,0.9558199993,0.9896763867
1,0.9558199993,0.9896714389
1,0.9558199993,0.7944433122
1,0.9558199993,0.9899443899
1,0.9558199993,0.9846068001
1,0.9558199993,0.9899423403
1,0.9558199993,0.9131714181
1,0.8069125987,0.8057668735
1,0.9558199993,0.9899443382
1,0.9558199993,0.9894327193
1,0.9558199993,0.9898850654
1,0.9558199993,0.9898992443
1,0.9558199993,0.9898871778
1,0.9558199993,0.989882243
1,0.9558199993,0.8616436568
1,0.9558199993,0.848931255
1,0.6524112019,0.9896142672
1,0.8069125987,0.9897627278
1,0.6524112019,0.810356266
1,0.8069125987,0.9829610198
1,0.9558199993,0.8063705774
1,0.9558199993,0.9858477291
1,0.9558199993,0.9554311527
1,0.0732882844,0.655109737
1,0.8069125987,0.8005023571
1,0.0732882844,0.7061108284
1,0.7593687696,0.9888077469
1,0.3071511292,0.8240745715
1,0.9558199993,0.9899443169
1,0.3071511292,0.96978075
1,0.9558199993,0.9899443912
1,0.9558199993,0.9899389218
1,0.9558199993,0.984287324
1,0.8069125987,0.9740372981
1,0.9558199993,0.9848603885
1,0.6524112019,0.988033392
1,0.8069125987,0.9896962624
1,0.6524112019,0.9896913024
1,0.3071511292,0.9897933123
1,0.3071511292,0.7950037327
1,0.3071511292,0.7950074335
1,0.0732882844,0.1239820597
1,0.0732882844,0.9361123156
1,0.9558199993,0.9899443704
1,0.8069125987,0.9867528761
1,0.9558199993,0.9810139217
1,0.8069125987,0.979623371
1,0.9558199993,0.9895135
1,0.9558199993,0.9552218977
1,0.9558199993,0.9899437467
1,0.9558199993,0.9899437641
1,0.9558199993,0.9899437283
1,0.7593687696,0.9898448764
1,0.6524112019,0.7316988738
1,0.9558199993,0.9899195682
1,0.9558199993,0.9899443066
1,0.9558199993,0.984664047
1,0.9558199993,0.9899437641
1,0.0732882844,0.9749374287
1,0.3071511292,0.9888932704
1,0.6524112019,0.9874122218
1,0.8069125987,0.4712912552
1,0.0732882844,0.6182834234
1,0.3071511292,0.7960553928
1,0.9558199993,0.9896323354
1,0.8069125987,0.9874561561
1,0.6524112019,0.9882686318
1,0.8069125987,0.9745569392
1,0.9558199993,0.9899443653
1,0.0732882844,0.7751687626
1,0.9558199993,0.9897306645
1,0.3071511292,0.882765285
1,0.8069125987,0.9897659517
1,0.9558199993,0.9899443909
1,0.9558199993,0.989934088
1,0.3071511292,0.2985709544
1,0.9558199993,0.9899393434
1,0.9558199993,0.9899018236
1,0.9558199993,0.9899079936
1,0.0732882844,0.9897939843
1,0.8069125987,0.801405272
1,0.9558199993,0.9841133252
1,0.9558199993,0.9883635952
1,0.9558199993,0.9898200978
1,0.9558199993,0.9899443459
1,0.9558199993,0.9883635952
1,0.9558199993,0.9899443741
1,0.9558199993,0.9875486042
1,0.9558199993,0.9570256979
1,0.0732882844,0.7751687626
1,0.9558199993,0.9896538893
1,0.3071511292,0.9608246227
1,0.3071511292,0.9879301117
1,0.0732882844,0.6008328158
1,0.9558199993,0.9897763978
1,0.3071511292,0.813931458
1,0.9558199993,0.8312795894
1,0.9558199993,0.989943682
1,0.0732882844,0.5713467378
1,0.9558199993,0.9735522793
1,0.3071511292,0.9871212986
1,0.9558199993,0.9898988505
1,0.0732882844,0.1206287323
1,0.9558199993,0.9899443805
1,0.0732882844,0.6084421937
1,0.9558199993,0.9876164076
1,0.9558199993,0.9899391042
1,0.8069125987,0.9442444968
1,0.9558199993,0.9899443464
1,0.9558199993,0.9898232812
1,0.9558199993,0.9899443912
1,0.6524112019,0.98625305
1,0.8069125987,0.9602530693
1,0.8069125987,0.9899443911
1,0.9558199993,0.9899443499
1,0.8069125987,0.7939298417
1,0.8069125987,0.9884007043
1,0.9558199993,0.989944391
1,0.6524112019,0.9885058289
1,0.9558199993,0.7963930378
1,0.8069125987,0.941744747
1,0.8069125987,0.9873248792
1,0.9558199993,0.9898806325
1,0.9558199993,0.9898636296
1,0.9558199993,0.9899443275
1,0.9558199993,0.9897570425
1,0.9558199993,0.9886174538
1,0.9558199993,0.9328792171
1,0.9558199993,0.9895045451
1,0.8069125987,0.9870788139
1,0.8069125987,0.9892802014
1,0.9558199993,0.9899443751
1,0.0732882844,0.4481522993
1,0.8069125987,0.9592513952
1,0.9558199993,0.985799027
1,0.7593687696,0.9898244106
1,0.8069125987,0.9401750817
1,0.9558199993,0.9895186268
1,0.9558199993,0.9899443912
1,0.8069125987,0.9895938308
1,0.3071511292,0.9891716294
1,0.0732882844,0.9610498601
1,0.9558199993,0.9894858241
1,0.9558199993,0.9362384577
1,0.9558199993,0.9898767534
1,0.0732882844,0.9614651329
1,0.0732882844,0.3113855244
1,0.9558199993,0.7571062519
1,0.8069125987,0.9899443608
1,0.9558199993,0.9899434759
1,0.9558199993,0.9898550282
1,0.9558199993,0.9899443857
1,0.9558199993,0.9899028977
1,0.6524112019,0.9895155604
1,0.3071511292,0.9849187458
1,0.0732882844,0.7907004644
1,0.3071511292,0.9885698604
1,0.8069125987,0.9401750817
1,0.8069125987,0.794029099
1,0.6524112019,0.9078354906
1,0.9558199993,0.9899443458
1,0.9558199993,0.9899443446
1,0.9558199993,0.9899443458
1,0.9558199993,0.9898997902
1,0.0732882844,0.986332092
1,0.3071511292,0.756136321
1,0.9558199993,0.9899443898
1,0.9558199993,0.9898949929
1,0.7593687696,0.9899443116
1,0.9558199993,0.9899443911
1,0.9558199993,0.9447488159
1,0.9558199993,0.855890602
1,0.9558199993,0.9899424776
1,0.9558199993,0.9899051167
1,0.9558199993,0.9877778049
1,0.9558199993,0.989874475
1,0.9558199993,0.9899443898
1,0.9558199993,0.9146510228
1,0.8069125987,0.9899439679
1,0.9558199993,0.9899378448
1,0.3071511292,0.9866381432
1,0.9558199993,0.9899443912
1,0.9558199993,0.9899443912
1,0.9558199993,0.9272856004
1,0.9558199993,0.9899443458
1,0.9558199993,0.989944272
1,0.9558199993,0.9899442721
1,0.9558199993,0.9812605328
1,0.9558199993,0.9110840208
1,0.9558199993,0.9800937828
1,0.3071511292,0.8366603757
1,0.6524112019,0.9899328648
1,0.9558199993,0.9836259267
1,0.9558199993,0.989859293
1,0.9558199993,0.9899379872
1,0.8069125987,0.9883988311
1,0.9558199993,0.9899397395
1,0.3071511292,0.8055335022
1,0.8069125987,0.8235298111
1,0.7593687696,0.7779869713
1,0.0732882844,0.9832923327
1,0.9558199993,0.9217693866
1,0.7593687696,0.9893188323
1,0.7593687696,0.989898873
1,0.7593687696,0.9265349713
1,0.9558199993,0.8149750983
1,0.9558199993,0.989944382
1,0.0732882844,0.362706316
1,0.9558199993,0.9220770532
1,0.3071511292,0.9619230183
1,0.3071511292,0.9899443912
1,0.9558199993,0.980649943
1,0.8069125987,0.9897421739
1,0.6524112019,0.9829783526
1,0.6524112019,0.9769033073
1,0.6524112019,0.981032332
1,0.8069125987,0.9180220734
1,0.3071511292,0.9869475411
1,0.0732882844,0.9678148778
1,0.9558199993,0.9897648243
1,0.0732882844,0.9629110196
1,0.9558199993,0.9898322837
1,0.3071511292,0.9879284404
1,0.9558199993,0.8146032509
1,0.7593687696,0.987177099
1,0.6524112019,0.9899204552
1,0.8069125987,0.8217986669
1,0.8069125987,0.9877039569
1,0.9558199993,0.9894152831
1,0.0732882844,0.2521311001
1,0.9558199993,0.9896880443
1,0.6524112019,0.9899141681
1,0.6524112019,0.9895125022
1,0.7593687696,0.984241901
1,0.9558199993,0.9899443389
1,0.6524112019,0.9776237966
1,0.6524112019,0.9899148474
1,0.0732882844,0.2121559562
1,0.9558199993,0.9844038133
1,0.6524112019,0.988286634
1,0.9558199993,0.9727307868
1,0.8069125987,0.6948662968
1,0.6524112019,0.9877815363
1,0.9558199993,0.984929051
1,0.3071511292,0.7960414659
1,0.9558199993,0.9899339884
1,0.9558199993,0.9899438203
1,0.8069125987,0.9898572977
1,0.9558199993,0.9899441745
1,0.6524112019,0.791851037
1,0.8069125987,0.9894051376
1,0.9558199993,0.9845127637
1,0.9558199993,0.9899439189
1,0.7593687696,0.9890777487
1,0.9558199993,0.9899342697
1,0.8069125987,0.9856997919
1,0.9558199993,0.9847526158
1,0.9558199993,0.9899443761
1,0.8069125987,0.4622595625
1,0.8069125987,0.9805848614
1,0.9558199993,0.9899443912
1,0.9558199993,0.8785659369
1,0.6524112019,0.9898644354
1,0.9558199993,0.9899443879
1,0.9558199993,0.9899443912
1,0.9558199993,0.9845127637
1,0.9558199993,0.9899443761
1,0.8069125987,0.7624992097
1,0.6524112019,0.9018489335
1,0.9558199993,0.9899443895
1,0.9558199993,0.8789765876
1,0.8069125987,0.9898520999
1,0.9558199993,0.9899443876
1,0.9558199993,0.9899443874
1,0.9558199993,0.984865646
1,0.8069125987,0.8427216615
1,0.8069125987,0.9680838466
1,0.8069125987,0.8425912488
1,0.9558199993,0.9888320163
1,0.8069125987,0.7956163417
1,0.9558199993,0.9899443565
1,0.9558199993,0.9894040538
1,0.8069125987,0.9899345102
1,0.0732882844,0.9756619361
1,0.9558199993,0.9899439128
1,0.9558199993,0.9899438326
1,0.9558199993,0.98994255
1,0.9558199993,0.9899433746
1,0.8069125987,0.801165159
1,0.9558199993,0.9899433746
1,0.6524112019,0.9898265723
1,0.9558199993,0.9899442907
1,0.0732882844,0.7961111355
1,0.8069125987,0.9899443737
1,0.7593687696,0.9899443711
1,0.9558199993,0.9898608687
1,0.9558199993,0.989944391
1,0.9558199993,0.9899443896
1,0.8069125987,0.2556138346
1,0.9558199993,0.8999289387
1,0.8069125987,0.9898136727
1,0.3071511292,0.7997920905
1,0.3071511292,0.8002065159
1,0.0732882844,0.3139700525
1,0.9558199993,0.9899442634
1,0.6524112019,0.989589785
1,0.6524112019,0.9868301553
1,0.9558199993,0.9826681145
1,0.9558199993,0.9890449236
1,0.9558199993,0.813782094
1,0.9558199993,0.813782094
1,0.3071511292,0.7976733364
1,0.7593687696,0.9594976086
1,0.6524112019,0.9899334734
1,0.9558199993,0.9829987011
1,0.9558199993,0.9899441797
1,0.9558199993,0.9699257113
1,0.6524112019,0.6246853892
1,0.0732882844,0.0810892525
1,0.0732882844,0.9661485173
1,0.9558199993,0.9899443879
1,0.9558199993,0.9899443877
1,0.9558199993,0.9882577671
1,0.9558199993,0.9848622985
1,0.6524112019,0.9339332177
1,0.8069125987,0.962425495
1,0.9558199993,0.9899443876
1,0.9558199993,0.9899443877
1,0.0732882844,0.9854747009
1,0.0732882844,0.9853480921
1,0.9558199993,0.9899443912
1,0.6524112019,0.9899426859
1,0.8069125987,0.7353038465
1,0.3071511292,0.8015611237
1,0.9558199993,0.9304678601
1,0.0732882844,0.5162263154
1,0.9558199993,0.9899443531
1,0.6524112019,0.9772394581
1,0.8069125987,0.9892433945
1,0.9558199993,0.80396246
1,0.6524112019,0.9562672326
1,0.6524112019,0.9562672326
1,0.9558199993,0.9844178568
1,0.3071511292,0.9618026801
1,0.9558199993,0.9899443912
1,0.9558199993,0.9889333091
1,0.6524112019,0.9703691731
1,0.9558199993,0.9670769202
1,0.8069125987,0.9894217375
1,0.8069125987,0.9899014394
1,0.9558199993,0.9899443911
1,0.9558199993,0.9898550743
1,0.9558199993,0.7342514497
1,0.6524112019,0.9562672326
1,0.6524112019,0.9898666484
1,0.9558199993,0.9899443897
1,0.9558199993,0.9899318081
1,0.6524112019,0.98937149
1,0.9558199993,0.9864110436
1,0.8069125987,0.970091753
1,0.6524112019,0.9885794272
1,0.9558199993,0.9899047351
1,0.9558199993,0.9897562073
1,0.9558199993,0.9897963406
1,0.9558199993,0.9563490526
1,0.9558199993,0.9576052979
1,0.9558199993,0.9897963406
1,0.8069125987,0.9865256314
1,0.9558199993,0.9898366827
1,0.8069125987,0.8740859907
1,0.8069125987,0.9899415737
1,0.8069125987,0.7160180292
1,0.7593687696,0.9873311805
1,0.8069125987,0.7335727114
1,0.9558199993,0.9777196021
1,0.9558199993,0.9772597181
1,0.3071511292,0.7970465982
1,0.9558199993,0.9899443912
1,0.9558199993,0.9899443912
1,0.9558199993,0.9899443912
1,0.0732882844,0.3758330585
1,0.3071511292,0.9899079781
1,0.0732882844,0.3758330585
1,0.0732882844,0.3311564978
1,0.6524112019,0.988690068
1,0.9558199993,0.9899443769
1,0.8069125987,0.8654719955
1,0.7593687696,0.9899413201
1,0.7593687696,0.9899415264
1,0.7593687696,0.9899413201
1,0.3071511292,0.9893933831
1,0.7593687696,0.8561889494
1,0.9558199993,0.9893759098
1,0.9558199993,0.9709020298
1,0.9558199993,0.9898851535
1,0.6524112019,0.9585911504
1,0.9558199993,0.9889608476
1,0.9558199993,0.8908764161
1,0.9558199993,0.8852795604
1,0.7593687696,0.98356014
1,0.9558199993,0.9373851131
1,0.7593687696,0.9835414125
1,0.9558199993,0.9899244258
1,0.9558199993,0.972485618
1,0.8069125987,0.9826257605
1,0.9558199993,0.972485618
1,0.9558199993,0.9899443155
1,0.9558199993,0.9899293731
1,0.9558199993,0.9898850482
1,0.9558199993,0.9898917191
1,0.9558199993,0.9898513312
1,0.9558199993,0.9899439424
1,0.9558199993,0.9899328866
1,0.9558199993,0.7877652115
1,0.9558199993,0.9240810206
1,0.9558199993,0.9854947377
1,0.8069125987,0.9748287324
1,0.9558199993,0.9898237951
1,0.8069125987,0.9755811677
1,0.8069125987,0.9891915501
1,0.9558199993,0.9814473581
1,0.8069125987,0.9896085547
1,0.9558199993,0.9840304516
1,0.9558199993,0.9890227033
1,0.8069125987,0.9899443887
1,0.8069125987,0.9899443887
1,0.8069125987,0.9899443887
1,0.8069125987,0.7910949708
1,0.9558199993,0.9899443902
1,0.9558199993,0.989944391
1,0.9558199993,0.9894031159
1,0.6524112019,0.9590112532
1,0.6524112019,0.9590112532
1,0.9558199993,0.9877076832
1,0.9558199993,0.9899340316
1,0.9558199993,0.9896246946
